Date,高股息ETF有哪些,月配息高股息ETF,高股息ETF推薦,高股息ETF比較,高股息ETF怎麼選,00878,國泰永續高股息,00919,群益台灣精選高息,復華台灣科技優息,00940,元大台灣價值高息,00713,元大台灣高息低波,0056 00878,0056 vs 00878,0056 00878 差別,0056 00878 比較,00878 vs 00919,00878 00919 比較,00919 00929,00919 00940,00919好嗎,00929好嗎,00940好嗎,00713好嗎,高股息ETF年化報酬率,高股息ETF總報酬率,0056報酬率,00878報酬率,00919報酬率,00929報酬率,00940報酬率,0056績效,00919績效,00929績效,高股息ETF殖利率,高股息ETF每月配息,0056配息,00878配息,0056填息,00878收益平準金,0056成分股,00878成分股,00919成分股,00878換股時間,00919成分股調整,00940長榮比重,高股息ETF風險,高股息ETF折溢價,00878費用,00919費用,00929經理費,0056保管費,高股息ETF左手換右手,高股息ETF稅,高股息ETF配息稅,00878二代健保,高股息ETF 54C,高股息ETF補充保費,高股息ETF定期定額,0056定期定額,00929定期定額,高股息ETF質押,0056股票質押,00878質押維持率,吃豆腐 00940,高股息自製月配息,清流君 高股息,柴鼠兄弟 高股息,陳重銘 0056,高股息ETF缺點,0056怎麼買
2023-04-09,0,0,0,0,,52,40,3,0,0,0,0,31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,16,32,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,35,0,0,,,,0,0,0,0,0,32
2023-04-16,0,0,0,0,,49,55,2,0,0,0,0,31,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,19,24,3,81,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-04-23,0,0,0,0,,48,42,2,0,0,0,0,29,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,15,26,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-04-30,0,0,0,0,,57,53,2,0,0,0,0,28,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,10,60,0,0,15,42,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-05-07,0,0,0,0,,50,42,2,0,16,0,0,38,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,0,18,39,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-05-14,0,0,0,0,,66,60,2,0,11,0,0,41,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,20,0,13,37,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-05-21,0,0,0,0,,56,49,3,0,22,0,0,46,23,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,35,70,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-05-28,0,0,0,0,,66,53,8,15,0,0,0,66,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0,0,51,63,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,44,0,0,,,,0,0,0,0,0,0
2023-06-04,0,0,0,0,,53,61,14,29,18,0,0,49,0,51,0,0,0,0,0,5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,19,30,0,0,43,43,15,0,0,0,0,,66,0,0,0,0,0,0,0,0,,0,36,0,0,,,,0,0,0,0,0,31
2023-06-11,0,0,0,0,,66,59,18,50,24,0,0,56,25,61,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0,0,47,50,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,34
2023-06-18,0,0,0,0,,36,42,6,14,0,0,0,37,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,29,26,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,34,0,0,,,,0,0,0,0,0,0
2023-06-25,0,0,0,0,,45,52,7,0,9,0,0,38,0,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,23,21,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,42,0,0,,,,0,0,0,0,0,0
2023-07-02,0,0,0,0,,49,48,7,0,18,0,0,35,0,53,0,0,0,0,0,5,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,38,28,0,0,39,35,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-07-09,0,0,0,0,,60,75,7,34,34,0,0,31,0,68,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,57,85,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-07-16,0,0,0,0,,70,80,7,0,49,0,0,32,0,73,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,49,0,62,80,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,38,0,0,,,,0,0,0,0,0,53
2023-07-23,0,0,0,0,,65,79,7,16,31,0,0,30,0,67,0,0,0,0,0,10,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,62,0,17,37,31,0,53,79,9,0,0,0,0,,68,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-07-30,0,0,0,0,,77,74,6,0,39,0,0,26,0,61,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,42,64,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,37,0,0,,,,0,0,0,0,0,0
2023-08-06,0,0,0,0,,66,79,6,24,51,0,0,29,0,62,71,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,32,43,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,43,0,0,,,,0,100,0,0,0,0
2023-08-13,0,0,0,0,,75,68,5,18,73,0,0,29,0,55,0,0,0,0,0,8,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,16,52,0,0,33,41,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,100,0,0,0,0,0
2023-08-20,0,0,0,0,,54,51,11,25,40,0,0,24,26,53,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,23,29,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,53,0,0,,,,0,0,0,0,0,0
2023-08-27,0,0,0,0,,54,55,15,38,48,0,0,34,30,50,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,0,29,40,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-09-03,0,0,0,0,,50,49,26,50,84,0,0,41,31,46,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,33,43,27,0,0,0,0,,0,73,0,0,0,0,0,0,0,,0,33,0,0,,,,0,0,0,0,0,0
2023-09-10,0,0,0,0,,63,71,33,73,76,0,0,40,25,51,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,0,0,30,53,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-09-17,0,100,0,0,,51,42,30,62,100,0,0,35,0,50,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,28,39,26,0,24,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-09-24,0,0,0,0,,37,41,16,32,39,0,0,24,0,33,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,16,23,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,72,0
2023-10-01,0,0,0,0,,43,41,16,23,35,0,0,24,0,43,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,0,0,27,31,8,0,0,0,0,,76,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-10-08,0,0,0,0,,31,28,12,24,30,0,0,19,0,33,0,0,0,0,0,26,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,17,21,0,0,26,30,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,37,0,0,,,,0,0,0,0,0,0
2023-10-15,0,0,0,0,,51,49,18,17,50,0,0,25,0,53,0,0,0,0,0,36,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,28,35,30,0,39,37,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,37,0,0,,,,0,0,0,0,0,0
2023-10-22,0,0,0,0,,53,48,17,44,39,0,0,23,0,53,74,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,24,41,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-10-29,0,0,0,0,,57,40,15,31,32,0,0,26,0,54,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,0,0,26,43,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,37
2023-11-05,0,0,0,0,,53,52,16,36,52,0,0,23,33,51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,0,24,42,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-11-12,0,0,0,0,,62,46,18,20,36,0,0,25,0,57,0,0,0,0,0,39,0,0,0,0,0,67,0,55,0,0,0,0,100,0,0,0,0,20,47,0,0,27,55,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,45,0,0,,,,0,0,0,0,0,0
2023-11-19,0,0,0,0,,56,51,21,31,40,0,0,29,0,50,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,82,35,86,12,100,0,0,0,,0,0,0,0,0,0,0,0,0,,0,45,0,93,,,,0,0,0,0,0,0
2023-11-26,0,0,0,0,,51,52,27,41,33,0,0,36,0,50,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,0,45,78,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,36
2023-12-03,0,0,0,0,,45,38,36,59,45,0,0,40,0,44,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,0,0,39,43,28,0,34,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-12-10,0,0,43,0,,52,54,55,97,61,0,0,41,0,52,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,20,37,0,0,57,54,43,0,74,0,0,,0,71,0,0,0,0,0,0,0,,0,43,0,0,,,,0,0,0,0,0,0
2023-12-17,0,0,0,0,,44,39,41,77,50,0,0,37,0,48,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,40,39,37,0,100,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-12-24,0,0,0,0,,44,44,34,51,36,0,0,32,0,48,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,100,21,22,0,0,43,41,21,0,46,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2023-12-31,0,0,0,0,,38,41,27,54,48,0,0,25,0,43,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,29,36,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,64,0,0,,,,0,0,0,0,0,0
2024-01-07,0,0,0,0,,40,34,36,57,48,0,0,30,0,43,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,34,28,21,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,37,0,0,,,,0,0,0,0,0,0
2024-01-14,0,0,0,0,,47,34,36,54,47,0,0,29,0,53,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,25,0,39,35,21,0,29,0,0,,0,0,0,0,0,0,0,0,0,,0,36,0,0,,,,0,0,0,0,0,0
2024-01-21,0,0,0,0,,47,39,28,38,38,1,0,25,0,46,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,22,0,30,45,17,0,0,81,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-01-28,0,0,48,0,,51,25,24,31,29,4,0,26,0,40,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,0,0,27,36,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-02-04,0,0,0,0,,25,14,15,0,15,3,0,16,0,21,0,0,0,0,0,21,2,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,12,24,0,0,30,31,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-02-11,0,0,0,0,,42,35,22,32,36,5,13,22,0,35,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,0,0,34,41,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-02-18,0,0,0,0,,63,49,46,73,57,11,18,34,0,54,0,0,91,0,0,67,9,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,25,53,0,0,55,66,34,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,61,100,0,,,,0,0,0,0,0,48
2024-02-25,0,0,0,0,,64,43,50,80,41,17,17,38,0,46,0,0,0,0,0,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,53,0,0,34,65,42,0,0,0,0,,0,0,0,0,0,0,0,90,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-03-03,0,0,45,0,,68,41,76,92,65,35,37,43,0,59,0,0,0,0,0,95,40,0,0,57,0,0,0,51,0,0,0,0,0,0,0,0,0,20,46,0,0,71,93,74,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,57,0,0,,,,0,0,0,0,0,56
2024-03-10,0,0,54,0,,61,50,100,100,43,100,100,45,0,56,66,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,19,42,0,0,84,97,100,0,30,0,0,,0,95,0,0,0,0,0,0,0,,0,57,0,0,,,,0,0,0,0,100,54
2024-03-17,0,0,0,0,,54,40,80,77,44,36,18,45,0,49,0,0,0,0,0,84,45,0,0,0,0,0,0,53,0,100,0,0,0,0,0,0,0,20,40,0,0,73,86,70,0,0,0,0,,0,0,0,0,0,0,0,84,0,,0,44,0,0,,,,0,0,0,0,0,0
2024-03-24,0,0,46,0,,47,45,49,52,29,29,0,31,0,41,65,0,0,0,0,63,28,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,20,31,0,0,39,53,32,0,0,0,0,,0,84,0,0,0,0,0,0,0,,0,65,0,0,,,,0,0,0,0,0,0
2024-03-31,0,0,0,0,,28,27,31,34,28,41,76,20,0,30,0,0,0,0,0,40,47,0,0,45,0,0,0,0,0,0,0,100,0,0,0,0,0,25,20,0,0,39,37,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,39,0,0,,,,0,0,0,0,0,0
2024-04-07,0,0,0,0,,42,27,35,48,26,19,32,26,0,41,0,0,0,0,0,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,46,41,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-04-14,0,0,0,0,,48,27,40,42,31,21,34,29,0,46,0,0,0,0,100,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,29,0,40,45,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-04-21,0,0,0,0,,43,29,33,35,33,15,35,25,0,37,0,0,0,0,0,53,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,27,0,26,29,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-04-28,0,0,0,0,,60,39,26,30,23,11,26,26,0,35,0,0,0,0,0,41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60,0,0,22,45,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,46,0,0,,,,0,0,0,0,0,0
2024-05-05,0,0,0,0,,55,35,27,21,35,17,26,28,0,39,0,0,0,0,0,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,30,52,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-05-12,0,0,0,0,,65,51,31,26,40,16,25,32,0,44,0,0,0,0,0,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,0,0,28,66,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-05-19,0,0,0,0,,51,30,30,21,35,12,16,33,0,39,0,0,0,0,0,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,0,0,30,54,19,0,36,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-05-26,0,0,0,0,,48,32,45,39,29,12,22,35,0,39,0,0,0,0,0,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,32,58,31,0,57,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-06-02,0,0,0,0,,52,34,41,52,40,11,16,68,0,40,0,0,0,0,0,55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,13,42,0,0,50,59,31,0,59,0,0,,0,0,0,0,0,0,0,0,0,,0,43,0,0,,,,0,0,0,0,0,0
2024-06-09,0,0,0,0,,47,43,36,39,35,11,25,48,0,35,0,0,0,0,0,51,34,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,13,37,0,0,35,49,28,0,31,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-06-16,0,0,0,0,,49,30,42,35,36,16,30,75,0,38,0,0,0,0,0,64,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,0,0,51,51,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,41,0,0,,,,0,0,0,0,0,0
2024-06-23,0,0,0,0,,43,26,39,40,36,14,33,53,0,37,0,0,0,0,0,60,40,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,25,28,0,0,52,42,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-06-30,0,0,0,0,,44,30,33,48,35,10,29,53,28,40,0,0,0,0,0,54,36,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,24,30,0,0,47,41,17,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,52,0,0,,,,0,0,0,0,0,40
2024-07-07,0,0,57,0,,46,38,30,45,40,10,15,51,0,42,0,0,0,0,0,47,31,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,21,34,21,0,47,58,21,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,38
2024-07-14,0,0,0,0,,49,34,38,46,46,12,18,58,0,43,0,0,0,0,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,26,0,40,40,21,0,0,0,0,,0,99,0,0,0,0,0,0,0,,0,55,0,0,,,,0,0,0,0,0,0
2024-07-21,0,0,41,0,,41,16,26,20,27,7,17,40,0,31,0,0,0,0,0,43,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,0,31,46,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-07-28,0,0,0,0,,70,40,45,25,39,9,24,46,0,43,0,0,0,0,0,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,72,0,0,37,53,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-08-04,0,0,42,0,,74,44,35,43,44,11,34,50,0,59,0,0,0,0,0,58,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,0,0,34,65,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,36,0,0,,,,0,0,0,0,0,0
2024-08-11,0,0,0,0,,69,45,28,21,35,8,16,38,0,43,0,0,0,0,0,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,0,0,18,37,9,0,0,0,0,,0,97,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-08-18,0,0,0,0,,48,27,29,23,25,7,18,35,0,32,0,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,25,18,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,46,0,0,,,,0,0,0,0,0,0
2024-08-25,0,0,0,0,,45,31,40,24,26,6,0,49,0,34,0,0,0,0,0,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,24,29,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-09-01,0,0,0,0,,55,27,43,17,29,6,14,65,36,38,0,0,0,0,0,59,24,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,14,41,0,0,23,27,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-09-08,0,0,0,0,,56,27,35,42,30,5,15,56,0,39,0,0,0,0,0,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,0,0,26,36,15,0,0,0,0,,0,0,0,0,0,0,0,100,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-09-15,0,0,0,0,,39,23,31,28,27,5,0,54,0,30,0,0,0,0,0,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,24,24,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-09-22,0,0,48,0,,41,23,35,49,24,7,0,46,0,36,0,0,0,0,0,43,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,17,31,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-09-29,0,0,0,0,,30,17,22,38,21,4,13,31,0,27,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,28,22,0,0,23,17,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-10-06,0,0,0,0,,39,20,28,36,26,5,0,41,32,34,0,0,0,0,0,34,19,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,19,27,0,0,22,28,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-10-13,0,0,0,0,,45,28,31,44,26,5,14,47,0,39,0,0,83,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,37,0,38,43,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,39,0,0,,,,0,0,0,0,0,0
2024-10-20,0,0,0,0,,47,31,25,0,21,6,0,37,0,35,0,0,0,0,0,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0,0,32,34,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-10-27,0,0,0,0,,58,18,21,32,15,4,12,30,0,32,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,0,0,23,31,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-11-03,0,0,0,0,,54,25,26,31,37,5,0,44,0,43,0,0,0,0,0,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,0,22,41,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-11-10,0,0,0,0,,69,29,25,27,33,4,0,47,0,46,0,0,0,0,0,30,14,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,17,48,0,0,32,43,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-11-17,0,0,0,0,,60,40,25,34,20,5,0,42,0,40,0,0,0,0,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,29,41,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-11-24,0,0,0,0,,51,21,33,22,16,4,0,49,0,38,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,20,43,9,0,0,0,0,,0,100,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-12-01,0,0,0,0,,54,26,43,30,48,5,0,58,0,40,0,0,0,0,0,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,0,52,40,19,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-12-08,0,0,0,0,,51,30,31,23,19,4,0,48,0,40,0,0,0,0,0,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,0,52,33,17,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-12-15,0,0,0,0,,46,22,34,38,18,4,0,57,0,36,0,0,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,37,39,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-12-22,0,0,0,0,,41,17,26,30,14,4,0,41,0,37,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,47,27,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0
2024-12-29,0,0,0,0,,38,20,19,34,17,3,0,37,0,37,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,0,30,30,9,0,0,0,0,,0,0,0,0,0,0,0,100,0,,0,0,0,0,,,,0,0,0,0,0,0
